country,country/region,select_investors,company_link,img_src,company,valuation_currency,valuation,funding,company_cleaned
United States,North America,Y Combinator Continuity Fund,https://www.crunchbase.com/organization/podium-2,https://images.crunchbase.com/image/upload/t_cb-default-original/q8y5tbpqatr0nypy3csi,Podium,B,3,419,PODIUM
United States,North America,ICONIQ Growth,https://www.crunchbase.com/organization/lucidchart,https://images.crunchbase.com/image/upload/t_cb-default-original/nlrwo3kjxi6mgdyaechw,Lucid Software,B,3,170,LUCID SOFTWARE
United States,North America,Sam Altman,https://www.crunchbase.com/organization/helion-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/drakjrkmns7ixco9mn4a,Helion Energy,B,3,573,HELION ENERGY
Brazil,South America,Vulcan Capital,https://www.crunchbase.com/organization/wildlife-studios,https://images.crunchbase.com/image/upload/t_cb-default-original/pjmgbwnzrj3plho8fmol,Wildlife Studios,B,3,260,WILDLIFE STUDIOS
United States,North America,Schonfeld Strategic Advisors,https://www.crunchbase.com/organization/inxeption,https://images.crunchbase.com/image/upload/t_cb-default-original/eqq9rqdentbvkl3dpu5o,Inxeption,B,3,187,INXEPTION
Germany,Europe,Canyon Partners,https://www.crunchbase.com/organization/flixbus,https://images.crunchbase.com/image/upload/t_cb-default-original/q1j8stsie9itntvx3par,FlixBus,B,3,1,FLIXBUS
India,Asia,eBay,https://www.crunchbase.com/organization/paytm-mall,https://images.crunchbase.com/image/upload/t_cb-default-original/cxv0zvwxaa0qbeykztjz,Paytm Mall,B,3,795,PAYTM MALL
United States,North America,TPG,https://www.crunchbase.com/organization/age-of-learning,https://images.crunchbase.com/image/upload/t_cb-default-original/vkmfh1at9meq54hl4ycw,Age of Learning,B,3,500,AGE OF LEARNING
China,Asia,Alibaba Group,https://www.crunchbase.com/organization/ofo,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",ofo,B,3,2,OFO
United Kingdom,Europe,Tiger Global Management,https://www.crunchbase.com/organization/tradingview,https://images.crunchbase.com/image/upload/t_cb-default-original/ky8axobxhqkfbvqbf3dm,TradingView,B,3,339,TRADINGVIEW
United States,North America,Permira,https://www.crunchbase.com/organization/seismic-software,https://images.crunchbase.com/image/upload/t_cb-default-original/sugpktda1rj5t90mwqt6,Seismic,B,3,447,SEISMIC
India,Asia,ICONIQ Growth,https://www.crunchbase.com/organization/groww,https://images.crunchbase.com/image/upload/t_cb-default-original/nxlvnqryg6qxo4qg7ant,Groww,B,3,418,GROWW
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/activecampaign,https://images.crunchbase.com/image/upload/t_cb-default-original/fapnf7tordausxnki6lj,ActiveCampaign,B,3,360,ACTIVECAMPAIGN
China,Asia,CPE,https://www.crunchbase.com/organization/didi-freight,https://images.crunchbase.com/image/upload/t_cb-default-original/cdp8ehtvkirgmctcxivn,Didi Freight,B,3,2,DIDI FREIGHT
China,Asia,IDG Capital,https://www.crunchbase.com/organization/didi-freight,https://images.crunchbase.com/image/upload/t_cb-default-original/cdp8ehtvkirgmctcxivn,Didi Freight,B,3,2,DIDI FREIGHT
China,Asia,Jun Lei,https://www.crunchbase.com/organization/vancl,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",VANCL,B,3,522,VANCL
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/forter,https://images.crunchbase.com/image/upload/t_cb-default-original/ydmlj6almr9nwpi8qpbj,Forter,B,3,525,FORTER
China,Asia,SINA Corporation,https://www.crunchbase.com/organization/miaopai,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Miaopai,B,3,775,MIAOPAI
China,Asia,Weibo,https://www.crunchbase.com/organization/miaopai,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Miaopai,B,3,775,MIAOPAI
United States,North America,Bond,https://www.crunchbase.com/organization/outschool,https://images.crunchbase.com/image/upload/t_cb-default-original/fc0dzgmhbjlyawlokhgj,Outschool,B,3,240,OUTSCHOOL
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/outschool,https://images.crunchbase.com/image/upload/t_cb-default-original/fc0dzgmhbjlyawlokhgj,Outschool,B,3,240,OUTSCHOOL
China,Asia,ITOCHU Corporation,https://www.crunchbase.com/organization/singulato-motors,https://images.crunchbase.com/image/upload/t_cb-default-original/gmdy8mc2hbm0sauujrdd,Singulato Motors,B,3,1,SINGULATO MOTORS
United States,North America,Dragoneer Investment Group,https://www.crunchbase.com/organization/lattice-2,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Lattice,B,3,330,LATTICE
United States,North America,Elad Gil,https://www.crunchbase.com/organization/lattice-2,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Lattice,B,3,330,LATTICE
China,Asia,JD.com,https://www.crunchbase.com/organization/kkguan,https://images.crunchbase.com/image/upload/t_cb-default-original/s204c2ou6vdfxp2k6vc3,KK Group,B,3,612,KK GROUP
Singapore,Asia,Hanwha Asset Management,https://www.crunchbase.com/organization/grab-financial-group,https://images.crunchbase.com/image/upload/t_cb-default-original/m4jweuxuhnqvw8ypdlfh,Grab Financial Group,B,3,4,GRAB FINANCIAL GROUP
China,Asia,,https://www.crunchbase.com/organization/alibaba-music,https://images.crunchbase.com/image/upload/t_cb-default-original/ablrin3floe0pchhzdkc,Alibaba Music,B,3,0,ALIBABA MUSIC
United States,North America,GGV Capital,https://www.crunchbase.com/organization/pingcap,https://images.crunchbase.com/image/upload/t_cb-default-original/jeubamim3h9d7mqjugl4,PingCAP,B,3,642,PINGCAP
United States,North America,Sequoia Capital,https://www.crunchbase.com/organization/pingcap,https://images.crunchbase.com/image/upload/t_cb-default-original/jeubamim3h9d7mqjugl4,PingCAP,B,3,642,PINGCAP
Israel,Asia,Lightspeed Venture Partners,https://www.crunchbase.com/organization/cato-networks,https://images.crunchbase.com/image/upload/t_cb-default-original/viidrjuzmvvcdw23mbrp,Cato Networks,B,3,770,CATO NETWORKS
United States,North America,Sapphire Ventures,https://www.crunchbase.com/organization/sword-health,https://images.crunchbase.com/image/upload/t_cb-default-original/fomdlsoahxuznphd17ux,Sword Health,B,3,326,SWORD HEALTH
Lithuania,Europe,Warburg Pincus,https://www.crunchbase.com/organization/nord-security,https://images.crunchbase.com/image/upload/t_cb-default-original/x2sebjjfqupbcfp23mke,Nord Security,B,3,209,NORD SECURITY
Canada,North America,New Enterprise Associates,https://www.crunchbase.com/organization/clio,https://images.crunchbase.com/image/upload/t_cb-default-original/oabtfnipqfox2setpz8m,Clio,B,3,1,CLIO
United States,North America,Coatue,https://www.crunchbase.com/organization/zero-abstraction,https://images.crunchbase.com/image/upload/t_cb-default-original/oqznhdlzy1f0hviypnp7,Island,B,3,560,ISLAND
United States,North America,Sequoia Capital,https://www.crunchbase.com/organization/zero-abstraction,https://images.crunchbase.com/image/upload/t_cb-default-original/oqznhdlzy1f0hviypnp7,Island,B,3,560,ISLAND
Canada,North America,OpenSea Ventures,https://www.crunchbase.com/organization/layerzero-labs,https://images.crunchbase.com/image/upload/t_cb-default-original/ormey147hx7zpzl2nxrn,LayerZero Labs,B,3,296,LAYERZERO LABS
Canada,North America,The Spartan Group,https://www.crunchbase.com/organization/layerzero-labs,https://images.crunchbase.com/image/upload/t_cb-default-original/ormey147hx7zpzl2nxrn,LayerZero Labs,B,3,296,LAYERZERO LABS
United States,North America,Accel,https://www.crunchbase.com/organization/sentry,https://images.crunchbase.com/image/upload/t_cb-default-original/ypy421hvgfeziiuadsmc,Sentry,B,3,217,SENTRY
United States,North America,Bond,https://www.crunchbase.com/organization/sentry,https://images.crunchbase.com/image/upload/t_cb-default-original/ypy421hvgfeziiuadsmc,Sentry,B,3,217,SENTRY
United States,North America,Porsche,https://www.crunchbase.com/organization/group14-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/pisktvdlftye0acbymca,Group14 Technologies,B,3,649,GROUP14 TECHNOLOGIES
United States,North America,TA Associates,https://www.crunchbase.com/organization/icims,https://images.crunchbase.com/image/upload/t_cb-default-original/nxjfoleuqq6oo7es9hgn,iCIMS,B,3,93,ICIMS
United States,North America,L Catterton,https://www.crunchbase.com/organization/icon-health-fitness,https://images.crunchbase.com/image/upload/t_cb-default-original/dcmjdrhedktd06u94boa,iFIT,B,3,580,IFIT
United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/remote-d596,https://images.crunchbase.com/image/upload/t_cb-default-original/lgr53obdcfpbrvp6rotv,Remote,B,3,496,REMOTE
United Kingdom,Europe,Elrond,https://www.crunchbase.com/organization/improbable,https://images.crunchbase.com/image/upload/t_cb-default-original/ljmjkd244s4kj0swgopc,Improbable,B,3,704,IMPROBABLE
United Kingdom,Europe,Metaverse,https://www.crunchbase.com/organization/improbable,https://images.crunchbase.com/image/upload/t_cb-default-original/ljmjkd244s4kj0swgopc,Improbable,B,3,704,IMPROBABLE
South Korea,Asia,Kakao Games,https://www.crunchbase.com/organization/lionheart-studio,https://images.crunchbase.com/image/upload/t_cb-default-original/ctnkpwgjdiitcbiwd0lq,Lionheart Studio,B,3,9,LIONHEART STUDIO
South Korea,Asia,Wemade,https://www.crunchbase.com/organization/lionheart-studio,https://images.crunchbase.com/image/upload/t_cb-default-original/ctnkpwgjdiitcbiwd0lq,Lionheart Studio,B,3,9,LIONHEART STUDIO
United Kingdom,Europe,Ally Bridge Group,https://www.crunchbase.com/organization/cmr-surgical,https://images.crunchbase.com/image/upload/t_cb-default-original/xp6sudrxa8uaikuuyojj,CMR Surgical,B,3,1,CMR SURGICAL
United Kingdom,Europe,SoftBank Vision Fund,https://www.crunchbase.com/organization/cmr-surgical,https://images.crunchbase.com/image/upload/t_cb-default-original/xp6sudrxa8uaikuuyojj,CMR Surgical,B,3,1,CMR SURGICAL
,,,https://www.crunchbase.com/organization/abb-e-mobility,https://images.crunchbase.com/image/upload/t_cb-default-original/aqfoewj4yniwhlm2nv4z,ABB E-Mobility,B,3,358,ABB E-MOBILITY
China,Asia,Capital Today,https://www.crunchbase.com/organization/yipin-fresh,https://images.crunchbase.com/image/upload/t_cb-default-original/vnsgiql74sufdcyro89y,Yipin Fresh,B,3,659,YIPIN FRESH
China,Asia,Tencent,https://www.crunchbase.com/organization/yipin-fresh,https://images.crunchbase.com/image/upload/t_cb-default-original/vnsgiql74sufdcyro89y,Yipin Fresh,B,3,659,YIPIN FRESH
China,Asia,5Y Capital,https://www.crunchbase.com/organization/souche,https://images.crunchbase.com/image/upload/t_cb-default-original/hvdlzx73kibqvaxpj2lf,Souche,B,3,1,SOUCHE
China,Asia,Primavera Capital Group,https://www.crunchbase.com/organization/souche,https://images.crunchbase.com/image/upload/t_cb-default-original/hvdlzx73kibqvaxpj2lf,Souche,B,3,1,SOUCHE
China,Asia,Overseas Chinese Town Holdings,https://www.crunchbase.com/organization/ly-com,https://images.crunchbase.com/image/upload/t_cb-default-original/t41t3vajhgsclhlytxsq,LY.com,B,3,2,LY.COM
China,Asia,,https://www.crunchbase.com/organization/dueros,https://images.crunchbase.com/image/upload/t_cb-default-original/monhdyo7u1vpe6pg13gs,DuerOS,B,3,295,DUEROS
China,Asia,Microware,https://www.crunchbase.com/organization/terminus-technologies-co,https://images.crunchbase.com/image/upload/t_cb-default-original/wysted7kmulhvdvumdsd,Terminus Technologies,B,3,813,TERMINUS TECHNOLOGIES
United States,North America,Baillie Gifford,https://www.crunchbase.com/organization/rigup,https://images.crunchbase.com/image/upload/t_cb-default-original/tjzvydph53l0oyusmf3o,Workrise,B,3,722,WORKRISE
Brazil,South America,Baillie Gifford,https://www.crunchbase.com/organization/loft-br,https://images.crunchbase.com/image/upload/t_cb-default-original/ax2rrhmdkcojvldkvbza,Loft,B,3,888,LOFT
China,Asia,Everbright-IDG Industrial Fund,https://www.crunchbase.com/organization/shanghai-unionpay-merchant-services-co-ltd,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",China UnionPay Merchant Services,B,3,319,CHINA UNIONPAY MERCHANT SERVICES
United States,North America,Accel,https://www.crunchbase.com/organization/drivewealth,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",DriveWealth,B,3,551,DRIVEWEALTH
United States,North America,Insight Partners,https://www.crunchbase.com/organization/drivewealth,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",DriveWealth,B,3,551,DRIVEWEALTH
India,Asia,Tiger Global Management,https://www.crunchbase.com/organization/bharatpe,https://images.crunchbase.com/image/upload/t_cb-default-original/fgvvofdmdg6zgm3txlfw,BharatPe,B,3,600,BHARATPE
United States,North America,Insight Partners,https://www.crunchbase.com/organization/keeptruckin,https://images.crunchbase.com/image/upload/t_cb-default-original/jg0f2hdoosaf8gsygmte,Motive,B,3,567,MOTIVE
United States,North America,Kleiner Perkins,https://www.crunchbase.com/organization/keeptruckin,https://images.crunchbase.com/image/upload/t_cb-default-original/jg0f2hdoosaf8gsygmte,Motive,B,3,567,MOTIVE
United States,North America,General Atlantic,https://www.crunchbase.com/organization/transmit-security,https://images.crunchbase.com/image/upload/t_cb-default-original/oqpbgxgufy977t4xqanf,Transmit Security,B,3,583,TRANSMIT SECURITY
United States,North America,Insight Partners,https://www.crunchbase.com/organization/transmit-security,https://images.crunchbase.com/image/upload/t_cb-default-original/oqpbgxgufy977t4xqanf,Transmit Security,B,3,583,TRANSMIT SECURITY
China,Asia,,https://www.crunchbase.com/organization/sungrow-new-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/tk8j20g6djvqz0xsh5wm,Sungrow New Energy,B,3,0,SUNGROW NEW ENERGY
China,Asia,Zhongguancun Science City Science,https://www.crunchbase.com/organization/zhipu-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/534ca0150ee84b678a20b7d181678fd9,Zhipu AI,B,3,400,ZHIPU AI
India,Asia,Hornbill Capital Advisers,https://www.crunchbase.com/organization/physics-wallah,https://images.crunchbase.com/image/upload/t_cb-default-original/bzttmklrelqbqw1xauc0,Physics Wallah,B,3,277,PHYSICS WALLAH
United Kingdom,Europe,SoftBank Vision Fund,https://www.crunchbase.com/organization/oaknorth,https://images.crunchbase.com/image/upload/t_cb-default-original/abofjlbcrlahxsqxh5fa,OakNorth,B,3,1,OAKNORTH
India,Asia,Wheelhouse Ventures,https://www.crunchbase.com/organization/zetwerk,https://images.crunchbase.com/image/upload/t_cb-default-original/xltipde8vhtpeeyizdzp,Zetwerk,B,3,679,ZETWERK
United States,North America,BlackRock,https://www.crunchbase.com/organization/groq,https://images.crunchbase.com/image/upload/t_cb-default-original/le3jn0kzou7feco18wuo,Groq,B,3,1,GROQ
United States,North America,Riot Ventures,https://www.crunchbase.com/organization/shield-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/q9xdr37ocntrwm7w8tmg,Shield AI,B,3,778,SHIELD AI
United States,North America,US Innovative Technology Fund,https://www.crunchbase.com/organization/shield-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/q9xdr37ocntrwm7w8tmg,Shield AI,B,3,778,SHIELD AI
South Korea,Asia,Kohlberg Kravis Roberts,https://www.crunchbase.com/organization/musinsa,https://images.crunchbase.com/image/upload/t_cb-default-original/vjcbgqi4pd6meqywvcfd,MUSINSA,B,3,478,MUSINSA
Japan,Asia,,https://www.crunchbase.com/organization/rakuten-securities,https://images.crunchbase.com/image/upload/t_cb-default-original/qsfkfrkbnqfidg9aqyd4,Rakuten Securities,B,3,0,RAKUTEN SECURITIES
China,Asia,Bank of Communications,https://www.crunchbase.com/organization/avatr,https://images.crunchbase.com/image/upload/t_cb-default-original/houa5ehrf19xgznvkbsh,Avatr,B,3,791,AVATR
China,Asia,Changan Automobile,https://www.crunchbase.com/organization/avatr,https://images.crunchbase.com/image/upload/t_cb-default-original/houa5ehrf19xgznvkbsh,Avatr,B,3,791,AVATR
Indonesia,Asia,PTT Oil and Retail Business Public Company,https://www.crunchbase.com/organization/traveloka,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Traveloka,B,3,1,TRAVELOKA
United States,North America,Thoma Bravo,https://www.crunchbase.com/organization/illumio,https://images.crunchbase.com/image/upload/t_cb-default-original/at1uzb5qlssxgsexy67x,Illumio,B,3,558,ILLUMIO
United States,North America,Fidelity,https://www.crunchbase.com/organization/masterclass,https://images.crunchbase.com/image/upload/t_cb-default-original/gfdabqdxifoicnhiikq6,MasterClass,B,3,461,MASTERCLASS
